n0 r0 n7.
n0 r0 n9.
n0 r0 n11.
n0 r1 n11.
n0 r1 n12.
n0 r0 n13.
n1 r1 n7.
n1 r0 n8.
n1 r1 n9.
n1 r1 n10.
n1 r0 n12.
n1 r1 n13.
n2 r1 n7.
n2 r1 n8.
n2 r0 n9.
n2 r0 n10.
n2 r0 n11.
n2 r1 n12.
n2 r0 n13.
n2 r1 n13.
n3 r1 n7.
n3 r0 n8.
n3 r1 n8.
n3 r1 n9.
n3 r0 n10.
n3 r1 n11.
n3 r0 n13.
n3 r1 n13.
n4 r0 n8.
n4 r1 n8.
n4 r0 n9.
n4 r0 n11.
n4 r1 n12.
n4 r0 n13.
n4 r1 n13.
n5 r1 n8.
n5 r0 n9.
n5 r1 n9.
n5 r1 n10.
n5 r0 n11.
n5 r1 n11.
n5 r0 n12.
n5 r1 n12.
n6 r0 n7.
n6 r0 n8.
n6 r1 n8.
n6 r1 n9.
n6 r0 n10.
n6 r1 n10.
n6 r0 n11.
n6 r1 n11.
n6 r0 n12.
n6 r1 n12.

n7 r2 n14.
n7 r3 n14.
n7 r2 n15.
n7 r2 n16.
n7 r3 n16.
n7 r2 n17.
n7 r3 n17.
n7 r2 n18.
n7 r3 n18.
n7 r2 n20.
n8 r2 n14.
n8 r3 n14.
n8 r2 n16.
n8 r2 n18.
n8 r3 n18.
n8 r2 n19.
n8 r2 n20.
n8 r3 n20.
n9 r3 n14.
n9 r2 n15.
n9 r3 n16.
n9 r2 n17.
n9 r2 n18.
n9 r3 n18.
n9 r2 n19.
n10 r3 n14.
n10 r2 n15.
n10 r3 n15.
n10 r2 n16.
n10 r3 n16.
n10 r3 n17.
n10 r3 n18.
n10 r2 n19.
n10 r3 n19.
n11 r2 n15.
n11 r3 n15.
n11 r2 n16.
n11 r3 n16.
n11 r2 n17.
n11 r3 n19.
n11 r2 n20.
n11 r3 n20.
n12 r2 n14.
n12 r2 n16.
n12 r3 n16.
n12 r3 n17.
n12 r2 n20.
n12 r3 n20.
n13 r2 n17.
n13 r2 n18.
n13 r3 n18.
n13 r2 n19.
n13 r3 n19.
n13 r2 n20.
n13 r3 n20.

n14 r5 n21.
n14 r4 n22.
n14 r4 n23.
n14 r5 n23.
n14 r4 n26.
n14 r5 n26.
n14 r4 n27.
n15 r5 n21.
n15 r4 n22.
n15 r4 n23.
n15 r4 n24.
n15 r5 n25.
n15 r4 n26.
n15 r5 n26.
n16 r4 n21.
n16 r5 n21.
n16 r4 n22.
n16 r5 n22.
n16 r5 n23.
n16 r5 n24.
n16 r5 n26.
n16 r4 n27.
n17 r5 n22.
n17 r4 n24.
n17 r5 n24.
n17 r5 n25.
n17 r5 n26.
n17 r5 n27.
n18 r4 n21.
n18 r4 n22.
n18 r4 n23.
n18 r5 n23.
n18 r4 n24.
n18 r4 n26.
n18 r5 n26.
n19 r4 n21.
n19 r5 n22.
n19 r4 n23.
n19 r4 n24.
n19 r5 n24.
n19 r4 n25.
n19 r4 n26.
n19 r5 n26.
n19 r4 n27.
n19 r5 n27.
n20 r5 n21.
n20 r4 n22.
n20 r5 n22.
n20 r5 n23.
n20 r4 n24.
n20 r5 n24.
n20 r4 n25.
n20 r5 n25.
n20 r5 n26.
n20 r4 n27.

n21 r6 n28.
n21 r6 n30.
n21 r6 n32.
n21 r7 n32.
n21 r6 n33.
n21 r7 n33.
n22 r6 n28.
n22 r7 n30.
n22 r6 n31.
n22 r6 n32.
n22 r7 n32.
n22 r6 n34.
n23 r7 n28.
n23 r7 n31.
n23 r6 n32.
n23 r7 n32.
n23 r6 n33.
n23 r6 n34.
n24 r7 n29.
n24 r7 n31.
n24 r6 n33.
n24 r7 n33.
n24 r6 n34.
n25 r7 n28.
n25 r6 n29.
n25 r7 n29.
n25 r6 n30.
n25 r7 n30.
n25 r6 n31.
n25 r7 n31.
n25 r7 n33.
n25 r6 n34.
n25 r7 n34.
n26 r7 n28.
n26 r6 n29.
n26 r6 n30.
n26 r7 n31.
n26 r6 n32.
n26 r6 n33.
n26 r7 n33.
n27 r6 n28.
n27 r6 n29.
n27 r6 n30.
n27 r6 n31.
n27 r6 n32.
n27 r6 n33.
n27 r7 n34.

n28 r8 n35.
n28 r9 n35.
n28 r8 n36.
n28 r9 n36.
n28 r8 n37.
n28 r8 n39.
n28 r8 n40.
n29 r8 n36.
n29 r9 n36.
n29 r8 n38.
n29 r9 n39.
n29 r8 n41.
n30 r9 n35.
n30 r8 n37.
n30 r9 n37.
n30 r9 n40.
n31 r9 n35.
n31 r8 n36.
n31 r9 n37.
n31 r8 n38.
n31 r8 n39.
n31 r9 n39.
n31 r8 n40.
n31 r9 n41.
n32 r9 n35.
n32 r8 n36.
n32 r9 n36.
n32 r8 n37.
n32 r9 n37.
n32 r8 n38.
n32 r8 n39.
n32 r9 n39.
n32 r8 n40.
n32 r9 n40.
n32 r9 n41.
n33 r8 n35.
n33 r9 n35.
n33 r9 n36.
n33 r9 n37.
n33 r8 n38.
n33 r9 n39.
n33 r8 n40.
n33 r8 n41.
n34 r8 n35.
n34 r9 n35.
n34 r9 n36.
n34 r8 n37.
n34 r8 n38.
n34 r9 n38.
n34 r9 n40.
n34 r9 n41.

n35 r10 n42.
n35 r11 n42.
n35 r10 n43.
n35 r11 n44.
n35 r10 n45.
n35 r11 n45.
n35 r10 n46.
n35 r10 n47.
n35 r10 n48.
n35 r11 n48.
n36 r10 n42.
n36 r11 n42.
n36 r11 n46.
n36 r10 n47.
n36 r11 n47.
n37 r10 n43.
n37 r11 n43.
n37 r10 n45.
n37 r11 n46.
n37 r10 n47.
n37 r10 n48.
n37 r11 n48.
n38 r11 n42.
n38 r10 n43.
n38 r11 n43.
n38 r11 n44.
n38 r10 n45.
n38 r11 n45.
n38 r10 n46.
n38 r11 n46.
n38 r10 n48.
n39 r10 n42.
n39 r11 n42.
n39 r11 n44.
n39 r10 n45.
n39 r11 n46.
n39 r11 n47.
n40 r10 n42.
n40 r10 n43.
n40 r11 n43.
n40 r10 n45.
n40 r11 n45.
n40 r10 n47.
n40 r11 n48.
n41 r10 n43.
n41 r10 n44.
n41 r10 n45.
n41 r10 n46.
n41 r11 n46.
n41 r11 n48.

n42 r12 n49.
n42 r13 n49.
n42 r12 n50.
n42 r13 n51.
n42 r13 n52.
n42 r13 n53.
n42 r13 n55.
n43 r12 n50.
n43 r13 n50.
n43 r13 n51.
n43 r12 n53.
n43 r13 n53.
n43 r13 n54.
n43 r13 n55.
n44 r12 n49.
n44 r13 n50.
n44 r12 n52.
n44 r13 n53.
n44 r12 n54.
n44 r12 n55.
n45 r12 n49.
n45 r13 n49.
n45 r13 n50.
n45 r13 n51.
n45 r13 n52.
n45 r13 n53.
n45 r12 n54.
n46 r12 n49.
n46 r12 n50.
n46 r13 n50.
n46 r12 n51.
n46 r12 n53.
n46 r13 n54.
n47 r12 n49.
n47 r13 n49.
n47 r12 n50.
n47 r13 n50.
n47 r13 n51.
n47 r12 n53.
n47 r13 n53.
n47 r12 n54.
n47 r13 n55.
n48 r12 n50.
n48 r13 n50.
n48 r12 n51.
n48 r12 n53.
n48 r13 n53.
n48 r12 n55.
n48 r13 n55.

n49 r14 n56.
n49 r15 n56.
n49 r15 n57.
n49 r15 n58.
n49 r15 n59.
n49 r14 n60.
n49 r15 n60.
n49 r14 n61.
n49 r15 n62.
n50 r14 n58.
n50 r15 n60.
n50 r14 n61.
n51 r14 n57.
n51 r15 n57.
n51 r14 n59.
n51 r14 n60.
n51 r15 n60.
n51 r15 n61.
n51 r15 n62.
n52 r14 n56.
n52 r15 n56.
n52 r14 n57.
n52 r15 n58.
n52 r14 n60.
n52 r15 n60.
n52 r14 n61.
n53 r15 n56.
n53 r15 n57.
n53 r14 n59.
n53 r15 n62.
n54 r14 n56.
n54 r15 n56.
n54 r15 n59.
n54 r15 n60.
n54 r14 n61.
n54 r14 n62.
n55 r15 n56.
n55 r14 n57.
n55 r15 n57.
n55 r14 n58.
n55 r15 n58.
n55 r14 n59.
n55 r15 n59.
n55 r15 n62.

n56 r16 n65.
n56 r17 n65.
n56 r16 n67.
n56 r17 n67.
n56 r16 n68.
n56 r17 n68.
n56 r16 n69.
n56 r17 n69.
n57 r16 n63.
n57 r16 n64.
n57 r17 n67.
n57 r16 n69.
n58 r16 n63.
n58 r16 n64.
n58 r17 n65.
n58 r17 n67.
n58 r16 n68.
n58 r16 n69.
n58 r17 n69.
n59 r16 n63.
n59 r16 n65.
n59 r16 n66.
n59 r17 n67.
n59 r16 n68.
n59 r17 n68.
n59 r17 n69.
n60 r17 n64.
n60 r17 n65.
n60 r16 n66.
n60 r17 n66.
n60 r16 n67.
n60 r16 n69.
n60 r17 n69.
n61 r17 n64.
n61 r16 n65.
n61 r17 n65.
n61 r17 n66.
n61 r16 n67.
n61 r16 n69.
n61 r17 n69.
n62 r16 n65.
n62 r17 n65.
n62 r16 n66.
n62 r17 n66.
n62 r17 n67.
n62 r16 n68.
n62 r16 n69.
n62 r17 n69.

n63 r19 n70.
n63 r18 n71.
n63 r19 n71.
n63 r18 n72.
n63 r18 n73.
n63 r19 n73.
n63 r18 n74.
n63 r19 n75.
n64 r18 n70.
n64 r19 n70.
n64 r19 n72.
n64 r19 n73.
n64 r19 n75.
n65 r19 n70.
n65 r18 n71.
n65 r19 n71.
n65 r18 n72.
n65 r18 n74.
n65 r19 n74.
n65 r18 n76.
n65 r19 n76.
n66 r19 n70.
n66 r18 n72.
n66 r19 n73.
n66 r18 n74.
n66 r19 n76.
n67 r18 n71.
n67 r19 n72.
n67 r18 n73.
n67 r19 n73.
n67 r19 n74.
n67 r19 n75.
n67 r18 n76.
n67 r19 n76.
n68 r19 n70.
n68 r18 n72.
n68 r19 n73.
n68 r18 n74.
n68 r19 n75.
n68 r18 n76.
n68 r19 n76.
n69 r18 n70.
n69 r19 n70.
n69 r18 n71.
n69 r19 n71.
n69 r19 n72.
n69 r19 n73.
n69 r19 n74.
n69 r18 n75.
n69 r19 n75.
n69 r18 n76.

n70 r21 n77.
n70 r20 n78.
n70 r21 n78.
n70 r21 n79.
n70 r20 n80.
n70 r20 n82.
n70 r21 n82.
n70 r20 n83.
n71 r21 n78.
n71 r21 n79.
n71 r20 n80.
n71 r21 n80.
n71 r21 n81.
n71 r21 n82.
n71 r20 n83.
n72 r20 n77.
n72 r20 n79.
n72 r21 n79.
n72 r20 n80.
n72 r20 n81.
n72 r21 n81.
n72 r20 n82.
n72 r21 n82.
n72 r21 n83.
n73 r21 n77.
n73 r20 n78.
n73 r20 n79.
n73 r21 n79.
n73 r20 n81.
n73 r20 n82.
n73 r20 n83.
n74 r20 n77.
n74 r21 n78.
n74 r20 n79.
n74 r20 n80.
n74 r21 n80.
n74 r20 n82.
n74 r21 n82.
n74 r21 n83.
n75 r21 n78.
n75 r20 n79.
n75 r20 n80.
n75 r21 n80.
n75 r20 n81.
n75 r20 n82.
n75 r21 n83.
n76 r20 n77.
n76 r20 n78.
n76 r21 n79.
n76 r21 n81.
n76 r20 n82.
n76 r21 n83.

n77 r23 n85.
n77 r23 n86.
n77 r22 n88.
n77 r23 n89.
n78 r23 n84.
n78 r22 n85.
n78 r23 n85.
n78 r22 n86.
n78 r22 n90.
n78 r23 n90.
n79 r22 n84.
n79 r23 n84.
n79 r22 n85.
n79 r23 n85.
n79 r23 n86.
n79 r23 n87.
n79 r23 n88.
n80 r22 n84.
n80 r23 n84.
n80 r23 n85.
n80 r22 n88.
n80 r23 n89.
n80 r22 n90.
n80 r23 n90.
n81 r22 n84.
n81 r22 n85.
n81 r23 n87.
n81 r23 n88.
n81 r23 n89.
n81 r22 n90.
n82 r22 n84.
n82 r23 n84.
n82 r22 n85.
n82 r23 n87.
n82 r22 n88.
n82 r22 n90.
n82 r23 n90.
n83 r22 n84.
n83 r23 n85.
n83 r22 n86.
n83 r22 n88.
n83 r23 n88.
n83 r22 n89.
n83 r23 n89.

n84 r24 n91.
n84 r25 n91.
n84 r24 n92.
n84 r24 n93.
n84 r24 n94.
n84 r24 n95.
n84 r25 n95.
n85 r25 n91.
n85 r24 n92.
n85 r24 n94.
n85 r24 n95.
n85 r24 n97.
n86 r25 n92.
n86 r25 n93.
n86 r25 n94.
n86 r25 n95.
n86 r24 n97.
n87 r25 n91.
n87 r24 n92.
n87 r25 n92.
n87 r24 n93.
n87 r25 n93.
n87 r24 n94.
n87 r25 n95.
n87 r25 n96.
n88 r25 n91.
n88 r24 n92.
n88 r24 n93.
n88 r25 n93.
n88 r24 n95.
n88 r24 n96.
n89 r25 n91.
n89 r24 n93.
n89 r25 n93.
n89 r25 n94.
n89 r24 n95.
n89 r24 n96.
n89 r25 n96.
n89 r24 n97.
n89 r25 n97.
n90 r25 n92.
n90 r24 n93.
n90 r25 n93.
n90 r25 n94.
n90 r24 n95.
n90 r24 n96.
n90 r25 n96.
n90 r24 n97.
n90 r25 n97.

n91 r26 n98.
n91 r26 n99.
n91 r26 n101.
n91 r27 n101.
n91 r26 n102.
n91 r27 n102.
n91 r27 n103.
n91 r26 n104.
n92 r27 n98.
n92 r26 n99.
n92 r27 n99.
n92 r26 n100.
n92 r26 n101.
n92 r27 n101.
n92 r27 n102.
n92 r26 n103.
n93 r26 n98.
n93 r27 n98.
n93 r27 n99.
n93 r26 n100.
n93 r27 n100.
n93 r27 n101.
n93 r26 n102.
n93 r27 n102.
n93 r26 n103.
n93 r27 n103.
n93 r26 n104.
n94 r27 n98.
n94 r27 n99.
n94 r26 n100.
n94 r26 n101.
n94 r27 n101.
n94 r27 n103.
n94 r26 n104.
n94 r27 n104.
n95 r26 n98.
n95 r27 n98.
n95 r27 n99.
n95 r26 n100.
n95 r26 n101.
n95 r27 n102.
n95 r26 n104.
n96 r26 n98.
n96 r26 n101.
n96 r27 n101.
n96 r27 n102.
n96 r27 n103.
n96 r26 n104.
n96 r27 n104.
n97 r27 n98.
n97 r26 n99.
n97 r26 n100.
n97 r26 n102.
n97 r27 n102.
n97 r26 n103.
n97 r27 n103.
n97 r26 n104.

n98 r29 n105.
n98 r29 n106.
n98 r28 n109.
n98 r28 n111.
n99 r28 n105.
n99 r29 n108.
n99 r29 n110.
n100 r28 n105.
n100 r29 n106.
n100 r28 n107.
n100 r29 n107.
n100 r28 n108.
n100 r29 n108.
n100 r29 n109.
n100 r29 n110.
n101 r28 n105.
n101 r29 n105.
n101 r28 n106.
n101 r29 n106.
n101 r29 n107.
n101 r28 n108.
n101 r28 n111.
n101 r29 n111.
n102 r28 n106.
n102 r29 n106.
n102 r28 n108.
n102 r29 n108.
n102 r28 n109.
n102 r29 n109.
n102 r28 n111.
n103 r28 n105.
n103 r29 n105.
n103 r28 n106.
n103 r29 n106.
n103 r29 n108.
n103 r28 n111.
n104 r28 n106.
n104 r29 n106.
n104 r29 n107.
n104 r28 n108.
n104 r28 n109.
n104 r29 n110.
n104 r29 n111.

n105 r30 n112.
n105 r31 n112.
n105 r31 n113.
n105 r31 n114.
n105 r30 n115.
n105 r31 n115.
n106 r30 n112.
n106 r31 n112.
