n0 r0 n10.
n0 r1 n11.
n1 r0 n7.
n1 r0 n8.
n1 r0 n9.
n1 r1 n10.
n2 r1 n7.
n2 r0 n9.
n2 r0 n10.
n2 r0 n11.
n2 r0 n12.
n2 r1 n13.
n3 r0 n7.
n3 r1 n11.
n3 r1 n12.
n3 r1 n13.
n4 r0 n10.
n4 r0 n12.
n5 r1 n9.
n5 r0 n10.
n5 r1 n10.
n6 r0 n10.
n6 r1 n10.
n6 r0 n12.
n6 r1 n13.

n7 r3 n15.
n7 r3 n16.
n7 r2 n17.
n8 r2 n14.
n8 r3 n15.
n8 r2 n20.
n9 r2 n15.
n9 r2 n17.
n9 r3 n18.
n9 r2 n19.
n9 r3 n19.
n10 r3 n14.
n10 r3 n17.
n10 r3 n18.
n11 r3 n14.
n11 r2 n16.
n11 r2 n19.
n11 r3 n19.
n12 r2 n17.
n12 r3 n20.
n13 r3 n18.

n14 r5 n24.
n14 r4 n25.
n15 r5 n21.
n15 r4 n22.
n15 r5 n27.
n16 r5 n22.
n16 r4 n23.
n17 r5 n21.
n17 r4 n23.
n17 r4 n27.
n18 r4 n22.
n18 r5 n25.
n19 r5 n21.
n19 r4 n22.
n19 r4 n26.
n19 r5 n26.
n20 r4 n27.

n21 r6 n28.
n22 r6 n28.
n22 r6 n31.
n22 r7 n31.
n22 r6 n33.
n23 r6 n34.
n24 r7 n33.
n25 r7 n28.
n25 r7 n31.
n25 r6 n32.
n26 r7 n29.
n26 r6 n34.
n27 r6 n32.

n28 r9 n35.
n28 r9 n37.
n29 r9 n36.
n29 r9 n37.
n29 r9 n41.
n30 r9 n38.
n30 r8 n39.
n30 r9 n39.
n30 r9 n40.
n31 r9 n37.
n31 r8 n41.
n31 r9 n41.
n32 r8 n35.
n32 r8 n36.
n32 r8 n37.
n32 r8 n41.
n33 r8 n36.
n33 r9 n36.
n34 r8 n39.

n35 r10 n42.
n36 r10 n43.
n36 r10 n48.
n36 r11 n48.
n37 r10 n42.
n37 r11 n45.
n37 r11 n47.
n37 r11 n48.
n38 r10 n42.
n38 r11 n42.
n39 r11 n45.
n39 r10 n47.
n40 r11 n42.
n40 r10 n46.
n41 r10 n44.
n41 r10 n45.

n42 r13 n50.
n42 r13 n55.
n43 r13 n50.
n43 r12 n54.
n44 r12 n49.
n46 r12 n49.
n46 r13 n50.
n46 r12 n54.
n47 r12 n52.
n47 r13 n52.
n47 r12 n55.
n48 r13 n52.
n48 r12 n53.

n49 r15 n58.
n49 r14 n62.
n50 r15 n56.
n50 r15 n57.
n50 r15 n59.
n50 r14 n61.
n51 r15 n56.
n52 r14 n57.
n52 r15 n57.
n52 r15 n59.
n52 r14 n62.
n53 r14 n57.
n53 r15 n62.
n54 r15 n58.
n54 r15 n62.
n55 r14 n56.
n55 r14 n58.
n55 r14 n59.

n60 r16 n63.
