n0 r1 n115.
n0 r0 n138.
n3 r0 n154.
n5 r0 n147.
n5 r1 n157.
n7 r1 n134.
n7 r0 n163.
n8 r1 n109.
n8 r1 n127.
n8 r1 n200.
n9 r0 n107.
n9 r0 n146.
n9 r0 n161.
n9 r0 n186.
n10 r1 n122.
n10 r1 n141.
n11 r1 n107.
n11 r0 n111.
n12 r0 n111.
n12 r1 n168.
n13 r0 n106.
n13 r0 n109.
n13 r1 n115.
n14 r1 n147.
n15 r0 n137.
n16 r0 n161.
n16 r0 n170.
n17 r0 n116.
n17 r0 n161.
n17 r1 n186.
n19 r0 n203.
n20 r0 n196.
n21 r0 n105.
n21 r0 n143.
n22 r1 n116.
n22 r0 n153.
n22 r1 n157.
n22 r0 n174.
n24 r1 n126.
n24 r1 n128.
n25 r0 n105.
n25 r0 n108.
n25 r0 n188.
n26 r1 n118.
n26 r0 n165.
n27 r0 n111.
n27 r0 n146.
n28 r1 n147.
n28 r0 n168.
n30 r1 n113.
n30 r0 n131.
n30 r0 n155.
n31 r1 n123.
n31 r1 n129.
n31 r0 n162.
n31 r0 n174.
n31 r0 n202.
n32 r1 n107.
n32 r0 n140.
n35 r1 n110.
n35 r1 n149.
n36 r1 n124.
n37 r1 n109.
n37 r1 n181.
n38 r1 n102.
n39 r0 n148.
n39 r0 n162.
n39 r1 n163.
n40 r0 n165.
n40 r1 n187.
n41 r0 n127.
n41 r0 n138.
n42 r0 n136.
n42 r0 n195.
n44 r0 n141.
n44 r1 n193.
n45 r0 n202.
n47 r0 n122.
n47 r1 n128.
n48 r0 n130.
n48 r1 n162.
n48 r1 n201.
n49 r1 n145.
n49 r1 n173.
n50 r0 n142.
n51 r1 n177.
n53 r0 n192.
n54 r1 n202.
n55 r1 n102.
n55 r1 n151.
n55 r0 n180.
n56 r1 n133.
n56 r0 n158.
n57 r0 n140.
n57 r1 n161.
n57 r0 n168.
n58 r1 n171.
n59 r1 n118.
n60 r1 n107.
n60 r1 n132.
n60 r1 n135.
n60 r1 n192.
n61 r1 n120.
n61 r1 n156.
n61 r0 n172.
n62 r0 n111.
n63 r1 n134.
n63 r1 n141.
n63 r0 n186.
n65 r1 n137.
n65 r0 n166.
n66 r1 n125.
n66 r1 n175.
n66 r0 n189.
n68 r0 n109.
n68 r1 n157.
n68 r0 n184.
n70 r0 n125.
n71 r1 n186.
n72 r1 n148.
n72 r1 n167.
n72 r0 n186.
n74 r1 n117.
n75 r1 n111.
n75 r0 n129.
n76 r1 n123.
n76 r1 n149.
n77 r0 n181.
