n0 r0 n2723.
n1 r0 n2278.
n1 r1 n2704.
n1 r1 n3161.
n2 r0 n2132.
n3 r1 n2092.
n5 r0 n1662.
n5 r0 n2741.
n7 r0 n1950.
n7 r0 n2650.
n8 r1 n2317.
n9 r0 n3119.
n11 r0 n1913.
n11 r0 n2155.
n11 r1 n2193.
n12 r1 n2025.
n12 r0 n2219.
n12 r0 n2423.
n13 r1 n2856.
n13 r0 n3092.
n16 r0 n3113.
n18 r0 n2391.
n18 r1 n2952.
n19 r1 n2799.
n21 r1 n3188.
n22 r0 n1764.
n25 r1 n1989.
n27 r0 n2870.
n28 r0 n2954.
n29 r1 n2149.
n30 r1 n1728.
n30 r0 n2231.
n32 r1 n2184.
n32 r0 n2204.
n33 r1 n2223.
n33 r0 n2347.
n33 r1 n2621.
n33 r0 n3142.
n35 r0 n2348.
n35 r1 n3102.
n36 r1 n2756.
n36 r0 n2877.
n38 r1 n1912.
n40 r0 n3152.
n41 r0 n1855.
n45 r1 n2138.
n45 r0 n2414.
n45 r0 n2948.
n46 r1 n1963.
n46 r1 n3032.
n47 r0 n2251.
n47 r0 n3051.
n48 r1 n2803.
n48 r0 n3231.
n49 r0 n1729.
n51 r0 n2254.
n53 r1 n1685.
n54 r1 n2073.
n55 r1 n1717.
n55 r0 n2997.
n56 r1 n1932.
n56 r1 n2186.
n56 r1 n2386.
n57 r1 n2868.
n58 r1 n1774.
n62 r1 n1714.
n63 r1 n1745.
n64 r0 n2437.
n65 r0 n2842.
n65 r0 n3210.
n66 r0 n2322.
n66 r1 n2567.
n66 r1 n3185.
n69 r1 n2526.
n69 r0 n2717.
n69 r1 n2896.
n70 r0 n2655.
n70 r0 n2823.
n70 r1 n2913.
n71 r0 n1841.
n71 r0 n2553.
n73 r0 n2093.
n74 r0 n1955.
n76 r0 n1965.
n76 r1 n2579.
n76 r0 n2905.
n79 r0 n3102.
n81 r0 n1948.
n82 r1 n2200.
n82 r1 n2880.
n82 r1 n3061.
n83 r1 n2786.
n83 r0 n3085.
n85 r1 n2964.
n89 r1 n2686.
n90 r1 n2713.
n92 r0 n2279.
n92 r1 n2357.
n92 r0 n2561.
n93 r0 n3125.
n94 r0 n1650.
n95 r0 n1874.
n95 r1 n2195.
n100 r1 n2013.
n102 r0 n2765.
n104 r1 n2018.
n104 r1 n2141.
n105 r0 n2041.
n105 r1 n3134.
n106 r1 n2022.
n106 r0 n2622.
n107 r0 n1837.
n107 r1 n2839.
n108 r1 n2333.
n110 r0 n2166.
n111 r0 n1811.
n111 r1 n3067.
n112 r0 n2104.
n113 r0 n2298.
n113 r0 n2998.
n114 r0 n1850.
n114 r1 n2615.
n115 r1 n2346.
n115 r1 n2554.
n118 r0 n1755.
n120 r0 n2323.
n121 r0 n2355.
n122 r0 n2408.
n122 r1 n3142.
n122 r1 n3161.
n123 r0 n2116.
n123 r1 n2142.
n123 r1 n2216.
n124 r1 n2885.
n125 r0 n1737.
n125 r0 n2610.
n126 r0 n2470.
n127 r0 n2751.
n128 r0 n3001.
n129 r1 n1738.
n133 r1 n3048.
n135 r1 n1683.
n135 r1 n3211.
n137 r0 n3160.
n138 r0 n3243.
n142 r1 n2059.
n144 r0 n2998.
n144 r1 n3069.
n144 r0 n3251.
n147 r0 n1854.
n147 r0 n3081.
n147 r1 n3085.
n150 r0 n2333.
n150 r1 n2416.
n150 r1 n2826.
n151 r0 n1988.
n151 r1 n2194.
n152 r0 n2788.
n153 r0 n3258.
n154 r1 n2429.
n154 r0 n3144.
n155 r0 n2086.
n157 r1 n3081.
n159 r0 n3262.
n160 r1 n2572.
