n0 r0 n7.
n0 r1 n8.
n0 r0 n9.
n0 r1 n9.
n0 r0 n11.
n1 r0 n8.
n1 r1 n10.
n1 r1 n11.
n1 r0 n12.
n1 r0 n13.
n2 r0 n7.
n2 r1 n7.
n2 r0 n8.
n2 r1 n8.
n2 r1 n10.
n2 r0 n11.
n2 r1 n11.
n2 r0 n12.
n2 r1 n12.
n2 r1 n13.
n3 r0 n7.
n3 r0 n9.
n3 r1 n11.
n3 r0 n13.
n3 r1 n13.
n4 r0 n7.
n4 r1 n8.
n4 r1 n9.
n4 r1 n11.
n4 r0 n12.
n5 r0 n7.
n5 r1 n8.
n5 r1 n9.
n5 r0 n11.
n5 r1 n13.
n6 r0 n8.
n6 r1 n8.
n6 r1 n9.
n6 r0 n11.
n6 r1 n11.
n6 r1 n12.

n7 r3 n14.
n7 r2 n15.
n7 r3 n15.
n7 r2 n18.
n7 r3 n19.
n8 r2 n14.
n8 r2 n15.
n8 r2 n16.
n8 r3 n16.
n8 r3 n18.
n9 r3 n14.
n9 r2 n16.
n9 r3 n18.
n9 r2 n19.
n9 r3 n19.
n10 r2 n16.
n10 r2 n17.
n10 r3 n17.
n10 r2 n18.
n10 r2 n19.
n10 r2 n20.
n11 r2 n14.
n11 r3 n15.
n11 r2 n19.
n11 r3 n19.
n11 r2 n20.
n12 r2 n14.
n12 r3 n16.
n12 r2 n17.
n12 r2 n18.
n12 r3 n18.
n12 r3 n19.
n12 r2 n20.
n12 r3 n20.
n13 r3 n14.
n13 r3 n15.
n13 r2 n17.
n13 r3 n17.
n13 r2 n18.
n13 r3 n18.
n13 r3 n20.

n14 r4 n21.
n14 r5 n22.
n14 r5 n23.
n14 r4 n24.
n14 r5 n24.
n14 r4 n25.
n14 r5 n25.
n15 r5 n25.
n15 r4 n27.
n15 r5 n27.
n16 r5 n21.
n16 r4 n22.
n16 r4 n25.
n17 r4 n22.
n17 r4 n23.
n17 r4 n24.
n17 r4 n26.
n17 r4 n27.
n18 r5 n22.
n18 r5 n23.
n18 r4 n25.
n18 r4 n26.
n18 r5 n26.
n18 r4 n27.
n18 r5 n27.
n19 r5 n21.
n19 r4 n24.
n19 r5 n25.
n19 r4 n27.
n20 r5 n21.
n20 r4 n22.
n20 r5 n23.
n20 r4 n25.
n20 r5 n25.
n20 r5 n26.

n21 r7 n29.
n21 r6 n30.
n21 r7 n30.
n22 r6 n28.
n22 r7 n29.
n22 r7 n32.
n22 r7 n33.
n22 r6 n34.
n23 r6 n28.
n23 r7 n30.
n23 r7 n32.
n23 r7 n33.
n23 r7 n34.
n24 r6 n31.
n24 r7 n31.
n24 r6 n32.
n24 r7 n33.
n24 r7 n34.
n25 r6 n28.
n25 r7 n28.
n25 r6 n29.
n25 r7 n29.
n25 r6 n30.
n25 r7 n33.
n25 r6 n34.
n25 r7 n34.
n26 r6 n28.
n26 r6 n29.
n26 r7 n30.
n26 r6 n33.
n27 r7 n28.
n27 r6 n29.
n27 r6 n30.
n27 r7 n30.
n27 r6 n31.
n27 r7 n31.
n27 r7 n32.
n27 r6 n33.
n27 r7 n33.

n28 r9 n37.
n28 r8 n39.
n28 r9 n39.
n28 r8 n40.
n29 r9 n35.
n29 r8 n38.
n29 r9 n39.
n30 r9 n35.
n30 r9 n36.
n30 r9 n39.
n30 r8 n40.
n30 r8 n41.
n31 r9 n35.
n31 r8 n41.
n31 r9 n41.
n32 r8 n35.
n32 r8 n36.
n32 r8 n40.
n32 r9 n41.
n33 r9 n38.
n33 r8 n40.
n34 r8 n40.
n34 r9 n40.
n34 r9 n41.

n35 r11 n44.
n35 r10 n45.
n35 r11 n46.
n36 r10 n42.
n36 r11 n42.
n36 r10 n43.
n36 r10 n47.
n36 r11 n48.
n37 r10 n44.
n37 r11 n44.
n37 r10 n45.
n37 r10 n46.
n38 r10 n42.
n38 r11 n42.
n38 r11 n45.
n38 r11 n47.
n38 r11 n48.
n39 r11 n42.
n39 r10 n43.
n39 r10 n47.
n39 r11 n47.
n39 r11 n48.
n40 r11 n43.
n40 r11 n45.
n40 r10 n46.
n40 r10 n47.
n40 r11 n48.
n41 r10 n43.
n41 r10 n46.
n41 r10 n47.
n41 r10 n48.

n42 r12 n49.
n42 r12 n51.
n42 r13 n54.
n42 r12 n55.
n43 r12 n50.
n43 r13 n51.
n43 r13 n53.
n43 r13 n55.
n44 r13 n51.
n44 r13 n53.
n45 r12 n52.
n45 r12 n55.
n46 r13 n49.
n46 r13 n51.
n46 r13 n54.
n46 r13 n55.
n47 r12 n51.
n47 r12 n52.
n47 r12 n53.
n47 r13 n53.
n47 r12 n54.
n47 r12 n55.
n48 r13 n53.
n48 r13 n54.

n49 r14 n56.
n49 r15 n57.
n49 r14 n58.
n49 r14 n61.
n49 r14 n62.
n50 r15 n56.
n50 r15 n58.
n50 r15 n60.
n50 r15 n61.
n50 r15 n62.
n51 r14 n56.
n51 r15 n56.
n51 r15 n60.
n51 r14 n61.
n51 r15 n61.
n52 r14 n56.
n52 r15 n56.
n52 r14 n62.
n52 r15 n62.
n53 r14 n56.
n53 r15 n57.
n53 r15 n58.
n53 r14 n62.
n54 r14 n56.
n54 r14 n57.
n54 r15 n57.
n54 r15 n58.
n54 r15 n59.
n54 r14 n61.
n54 r15 n61.
n54 r15 n62.
n55 r14 n56.
n55 r15 n56.
n55 r14 n57.
n55 r15 n57.
n55 r15 n60.
n55 r15 n62.

n56 r17 n63.
n56 r17 n65.
n56 r16 n68.
n57 r16 n63.
n57 r17 n64.
n57 r16 n67.
n57 r17 n68.
n58 r16 n66.
n59 r17 n63.
n59 r17 n67.
n60 r16 n64.
n60 r17 n64.
n60 r17 n65.
n61 r16 n63.
n62 r16 n63.
n62 r17 n66.

n63 r19 n73.
n64 r18 n71.
n64 r18 n75.
n65 r18 n70.
n65 r18 n71.
n65 r19 n73.
n65 r19 n75.
n66 r18 n70.
n66 r19 n70.
n66 r18 n76.
n67 r19 n70.
n67 r18 n73.
n67 r19 n73.
n67 r19 n75.
n68 r18 n70.
n68 r19 n71.
n68 r19 n72.
n68 r19 n74.
n68 r18 n75.
n69 r18 n70.
n69 r18 n73.
n69 r19 n74.
n69 r18 n76.
n69 r19 n76.

n71 r20 n77.
n71 r20 n81.
n71 r21 n82.
n71 r20 n83.
n72 r21 n77.
n72 r20 n79.
n72 r21 n82.
n72 r21 n83.
n73 r20 n77.
n73 r21 n78.
n73 r20 n79.
n73 r20 n82.
n74 r21 n79.
n74 r20 n83.
n74 r21 n83.
n75 r21 n77.
n75 r20 n78.
n75 r21 n80.
n75 r20 n81.
n75 r21 n81.
n76 r20 n77.
n76 r21 n78.
n76 r21 n79.
n76 r21 n80.
n76 r20 n82.

n77 r22 n84.
n77 r22 n87.
n77 r22 n88.
n77 r22 n90.
n78 r22 n85.
n78 r23 n85.
n78 r22 n87.
n78 r23 n87.
n79 r22 n84.
n79 r23 n84.
n79 r22 n85.
n79 r23 n88.
n79 r23 n90.
n80 r23 n84.
n80 r23 n88.
n81 r22 n87.
n81 r23 n88.
n81 r22 n89.
n81 r22 n90.
n82 r23 n84.
n82 r22 n86.
n82 r22 n87.
n82 r23 n87.
n82 r23 n88.
n83 r23 n89.

n84 r24 n91.
n84 r24 n93.
n84 r25 n94.
n84 r25 n95.
n84 r24 n97.
n85 r24 n91.
n85 r25 n93.
n85 r25 n95.
n86 r25 n93.
n86 r24 n94.
n86 r25 n95.
n86 r24 n97.
n86 r25 n97.
n87 r24 n92.
n87 r25 n95.
n87 r24 n97.
n88 r25 n91.
n88 r24 n92.
n88 r24 n94.
n88 r24 n96.
n88 r25 n96.
n89 r24 n91.
n89 r24 n92.
n89 r24 n94.
n90 r24 n91.
n90 r24 n92.
n90 r25 n92.
n90 r25 n93.
n90 r24 n97.

n91 r26 n100.
n91 r27 n100.
n91 r27 n104.
n92 r27 n98.
n92 r27 n99.
n92 r27 n100.
n92 r26 n101.
n92 r26 n102.
n93 r27 n99.
n93 r27 n102.
n93 r27 n103.
n94 r27 n98.
n94 r27 n99.
n94 r26 n100.
n94 r27 n100.
n94 r26 n101.
n94 r26 n104.
n94 r27 n104.
n95 r26 n101.
n95 r26 n104.
n95 r27 n104.
n96 r26 n101.
n96 r26 n102.

n98 r28 n107.
n98 r29 n107.
n98 r28 n111.
n98 r29 n111.
n99 r28 n105.
n99 r28 n108.
n100 r29 n105.
n100 r28 n106.
n100 r29 n109.
n101 r29 n105.
n101 r28 n110.
n101 r29 n111.
n102 r29 n107.
n102 r29 n108.
n103 r28 n106.
n103 r28 n108.
n104 r28 n106.
n104 r29 n108.
n104 r29 n111.

n105 r31 n112.
n105 r31 n113.
n105 r30 n117.
n106 r30 n115.
n107 r30 n113.
n107 r31 n113.
n108 r31 n112.
n108 r30 n115.
n108 r31 n116.
n108 r30 n117.
n108 r30 n118.
n109 r30 n114.
n109 r30 n115.
n109 r30 n118.
n110 r30 n115.
n111 r30 n112.
n111 r31 n118.

n112 r33 n119.
n112 r33 n120.
n113 r32 n121.
n113 r33 n121.
n114 r33 n122.
n114 r33 n123.
n114 r32 n125.
n115 r32 n119.
n115 r33 n120.
n115 r32 n121.
n115 r32 n124.
n116 r32 n121.
n116 r32 n122.
n116 r33 n125.
n117 r33 n125.
n118 r32 n121.

n119 r35 n126.
n119 r35 n127.
n119 r34 n130.
n120 r34 n128.
n120 r34 n129.
n120 r35 n129.
n121 r35 n126.
n121 r34 n127.
n121 r35 n127.
n121 r34 n128.
n121 r34 n129.
n121 r35 n129.
n121 r34 n132.
n122 r34 n127.
n122 r35 n128.
n122 r35 n131.
n122 r35 n132.
n124 r34 n126.
n124 r34 n129.
n124 r35 n129.
n124 r35 n131.
n125 r34 n126.
n125 r35 n128.
n125 r34 n129.

n126 r36 n134.
n126 r37 n138.
n126 r36 n139.
n127 r36 n135.
n127 r36 n138.
n127 r36 n139.
n127 r37 n139.
n128 r37 n134.
n128 r37 n139.
n129 r37 n134.
n129 r36 n138.
n130 r37 n135.
n130 r37 n136.
n130 r36 n137.
n130 r37 n137.
n130 r37 n139.
n131 r36 n133.
n131 r37 n133.
n131 r36 n136.
n132 r36 n135.
n132 r37 n135.
n132 r37 n137.

n133 r39 n140.
n133 r39 n143.
n133 r38 n145.
n134 r39 n146.
n135 r39 n141.
n135 r38 n143.
n135 r39 n145.
n137 r39 n140.
n137 r38 n142.
n137 r39 n142.
n137 r38 n144.
n138 r39 n140.
n138 r38 n141.

n140 r41 n148.
n140 r40 n149.
n140 r40 n153.
n141 r40 n147.
n141 r41 n150.
