n0 r1 n12.
n0 r1 n13.
n0 r0 n19.
n0 r1 n19.
n1 r0 n14.
n2 r0 n12.
n2 r0 n14.
n2 r1 n16.
n2 r1 n20.
n2 r1 n23.
n3 r1 n16.
n3 r1 n23.
n4 r1 n17.
n5 r1 n12.
n6 r1 n14.
n7 r1 n21.
n7 r0 n22.
n8 r1 n21.
n8 r0 n22.
n9 r0 n20.
n9 r1 n23.
n10 r0 n13.
n10 r0 n14.
n10 r0 n18.
n11 r0 n13.
n11 r0 n14.
n11 r1 n14.

n12 r2 n24.
n12 r2 n27.
n12 r3 n27.
n12 r3 n32.
n13 r3 n28.
n14 r2 n25.
n16 r2 n27.
n16 r3 n27.
n16 r3 n31.
n17 r3 n32.
n17 r3 n33.
n18 r3 n25.
n19 r2 n32.
n20 r2 n26.
n21 r2 n31.
n21 r2 n32.
n22 r2 n24.
n22 r2 n31.
n23 r3 n24.
n23 r2 n30.
n23 r2 n35.

n25 r5 n47.
n26 r4 n37.
n27 r4 n38.
n28 r5 n36.
n28 r4 n39.
n28 r4 n43.
n28 r4 n44.
n28 r4 n47.
n29 r5 n45.
n30 r4 n36.
n30 r4 n39.
n30 r5 n45.
n31 r4 n41.
n31 r5 n42.
n31 r4 n43.
n32 r4 n42.
n33 r5 n40.
n33 r5 n44.
n33 r5 n47.
n34 r5 n39.
n34 r5 n43.
n35 r5 n43.
n35 r5 n44.
n35 r5 n45.
n35 r4 n47.

n36 r6 n49.
n36 r6 n53.
n36 r7 n53.
n36 r7 n54.
n36 r6 n55.
n36 r6 n59.
n37 r7 n49.
n37 r7 n50.
n37 r7 n53.
n38 r7 n56.
n39 r6 n54.
n40 r7 n56.
n40 r6 n57.
n41 r7 n58.
n42 r6 n48.
n42 r7 n52.
n43 r7 n48.
n44 r6 n54.
n45 r6 n50.
n45 r6 n59.
n47 r6 n55.
n47 r7 n58.

n15 r8 n46.
n51 r8 n60.
n61 r8 n61.
n62 r8 n62.
n63 r8 n63.
